Nomor,Kategori/Kelompok Pemeriksaan,Nama Pemeriksaan,Permintaan/Hasil,Spesimen,Tipe hasil pemeriksaan,Satuan,Metode Analisis,Code,Display,Component,Property,Timing,System,Scale,Method,Example UCUM Units,Code System,Version First Released,Version Last Changed,Version First Released (DTO),Version Last Changed (DTO)
573,Mikrobiologi Klinik,Gen N dan Orf 1ab SARS CoV-2 RNA (TCM),Permintaan & Hasil,Swab Naso & Orofaring,Ordinal,,,X099223,Gen N dan Orf 1ab SARS CoV-2 RNA (TCM),,,,,,,,http://loinc.org,,,1.0,1.0
574,Mikrobiologi Klinik,Adenovirus (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,76070-2,Adenovirus DNA [Presence] in Nasopharynx by NAA with probe detection,Adenovirus DNA,PrThr,Pt,Nph,Ord,Probe.amp.tar,,http://loinc.org,2.5,2.73,1.0,1.0
575,Mikrobiologi Klinik,Bocavirus (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,92135-3,Human bocavirus 1+2+3 DNA [Presence] in Respiratory system specimen by NAA with probe detection,Human bocavirus 1+2+3 DNA,PrThr,Pt,Respiratory System Specimen,Ord,Probe.amp.tar,,http://loinc.org,2.66,2.75,1.0,1.0
576,Mikrobiologi Klinik,Coronavirus (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,88719-0,Human coronavirus 229E+HKU1+NL63+OC43 RNA [Presence] in Nasopharynx by NAA with probe detection,Human coronavirus 229E+HKU1+NL63+OC43 RNA,PrThr,Pt,Nph,Ord,Probe.amp.tar,,http://loinc.org,2.64,2.64,1.0,1.0
577,Mikrobiologi Klinik,Coxsackievirus (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,61364-6,Echovirus+Coxsackievirus RNA [Presence] in Specimen by NAA with probe detection,Echovirus+Coxsackievirus RNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,,http://loinc.org,2.34,2.73,1.0,1.0
578,Mikrobiologi Klinik,Cytomegalovirus (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,,5000-5,Cytomegalovirus DNA [Presence] in Specimen by NAA with probe detection,Cytomegalovirus DNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,,http://loinc.org,1.0,2.73,1.0,1.0
579,Mikrobiologi Klinik,Enterovirus (Echovirus) (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,76074-4,Enterovirus RNA [Presence] in Nasopharynx by NAA with probe detection,Enterovirus RNA,PrThr,Pt,Nph,Ord,Probe.amp.tar,,http://loinc.org,2.5,2.63,1.0,1.0
580,Mikrobiologi Klinik,Enterovirus (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,29591-5,Enterovirus RNA [Presence] in Specimen by NAA with probe detection,Enterovirus RNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,,http://loinc.org,2.03,2.73,1.0,1.0
581,Mikrobiologi Klinik,Epstein Barr Virus (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,5005-4,Epstein Barr virus DNA [Presence] in Specimen by NAA with probe detection,Epstein Barr virus DNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,,http://loinc.org,1.0,2.73,1.0,1.0
582,Mikrobiologi Klinik,H1N1 (PCR),Permintaan,Swab/ Sekret,Ordinal,,PCR,X099224,H1N1 (PCR),,,,,,,,http://loinc.org,,,1.0,1.0
583,Mikrobiologi Klinik,H1N1 (PCR),Hasil,Swab/ Sekret,Ordinal,,PCR,77028-9,Influenza virus A H1 2009 pandemic RNA [Presence] in Nasopharynx by NAA with probe detection,Influenza virus A H1 2009 pandemic RNA,PrThr,Pt,Nph,Ord,Probe.amp.tar,,http://loinc.org,2.52,2.73,1.0,1.0
584,Mikrobiologi Klinik,H1N1 (PCR),Hasil,Swab/ Sekret,Ordinal,,PCR,77026-3,Influenza virus A H1 RNA [Presence] in Nasopharynx by NAA with probe detection,Influenza virus A H1 RNA,PrThr,Pt,Nph,Ord,Probe.amp.tar,,http://loinc.org,2.52,2.73,1.0,1.0
585,Mikrobiologi Klinik,HHV-6 (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,29495-9,Herpes virus 6 DNA [Presence] in Specimen by NAA with probe detection,Herpes virus 6 DNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,,http://loinc.org,2.03,2.73,1.0,1.0
586,Mikrobiologi Klinik,HHV-7 (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,44423-2,Herpes virus 7 DNA [Presence] in Specimen by NAA with probe detection,Herpes virus 7 DNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,,http://loinc.org,2.17,2.73,1.0,1.0
587,Mikrobiologi Klinik,HHV-8 (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,86546-9,Herpes virus 8 DNA [Presence] in Tissue by NAA with probe detection,Herpes virus 8 DNA,PrThr,Pt,Tiss,Ord,Probe.amp.tar,,http://loinc.org,2.61,2.63,1.0,1.0
588,Mikrobiologi Klinik,HPV (PCR),Permintaan ,Spesimen,Ordinal,,PCR,MK099887,HPV (PCR),,,Pt,Spesimen,Ordinal,PCR,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0
589,Mikrobiologi Klinik,HPV 16 (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,61372-9,Human papilloma virus 16 DNA [Presence] in Specimen by NAA with probe detection,Human papilloma virus 16 DNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,,http://loinc.org,2.34,2.73,1.0,1.0
590,Mikrobiologi Klinik,HPV 16 cervix (PCR),Permintaan & Hasil,Serviks,Ordinal,,PCR,77399-4,Human papilloma virus 16 DNA [Presence] in Cervix by NAA with probe detection,Human papilloma virus 16 DNA,PrThr,Pt,Cvx,Ord,Probe.amp.tar,,http://loinc.org,2.52,2.73,1.0,1.0
591,Mikrobiologi Klinik,HPV 16 urine (PCR),Permintaan & Hasil,Urine,Ordinal,,PCR,61372-9,Human papilloma virus 16 DNA [Presence] in Specimen by NAA with probe detection,Human papilloma virus 16 DNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,,http://loinc.org,2.34,2.73,1.0,1.0
592,Mikrobiologi Klinik,HPV 18 (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,61373-7,Human papilloma virus 18 DNA [Presence] in Specimen by NAA with probe detection,Human papilloma virus 18 DNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,,http://loinc.org,2.34,2.73,1.0,1.0
593,Mikrobiologi Klinik,HPV 18 cervix (PCR),Permintaan & Hasil,Serviks,Ordinal,,PCR,77400-0,Human papilloma virus 18 DNA [Presence] in Cervix by NAA with probe detection,Human papilloma virus 18 DNA,PrThr,Pt,Cvx,Ord,Probe.amp.tar,,http://loinc.org,2.52,2.73,1.0,1.0
594,Mikrobiologi Klinik,HPV 18 urine (PCR),Permintaan & Hasil,Urine,Ordinal,,PCR,61373-7,Human papilloma virus 18 DNA [Presence] in Specimen by NAA with probe detection,Human papilloma virus 18 DNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,,http://loinc.org,2.34,2.73,1.0,1.0
595,Mikrobiologi Klinik,HPV 12 tipe high risk lainnya,Permintaan & Hasil,Sekret,Ordinal,,PCR,71431-1,Human papilloma virus 31+33+35+39+45+51+52+56+58+59+66+68 DNA [Presence] in Cervix by NAA with probe detection,Human papilloma virus 31+33+35+39+45+51+52+56+58+59+66+68 DNA,PrThr,Pt,Cvx,Ord,Probe.amp.tar,,http://loinc.org,2.4,2.73,1.0,1.0
596,Mikrobiologi Klinik,HPV 12 tipe high risk lainnya urine,Permintaan & Hasil,Urine,Ordinal,,PCR,77375-4,Human papilloma virus 31+33+35+39+45+51+52+56+58+59+66+68 DNA [Presence] in Specimen by NAA with probe detection,Human papilloma virus 31+33+35+39+45+51+52+56+58+59+66+68 DNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,,http://loinc.org,2.52,2.69,1.0,1.0
597,Mikrobiologi Klinik,HPV 11 (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,61394-3,Human papilloma virus 11 DNA [Presence] in Specimen by NAA with probe detection,Human papilloma virus 11 DNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,,http://loinc.org,2.34,2.69,1.0,1.0
598,Mikrobiologi Klinik,HPV 26 (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,61374-5,Human papilloma virus 26 DNA [Presence] in Specimen by NAA with probe detection,Human papilloma virus 26 DNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,,http://loinc.org,2.34,2.69,1.0,1.0
599,Mikrobiologi Klinik,HPV 31 (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,61375-2,Human papilloma virus 31 DNA [Presence] in Specimen by NAA with probe detection,Human papilloma virus 31 DNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,,http://loinc.org,2.34,2.73,1.0,1.0
600,Mikrobiologi Klinik,HPV 33 (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,61376-0,Human papilloma virus 33 DNA [Presence] in Specimen by NAA with probe detection,Human papilloma virus 33 DNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,,http://loinc.org,2.34,2.73,1.0,1.0
601,Mikrobiologi Klinik,HPV 35 (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,61377-8,Human papilloma virus 35 DNA [Presence] in Specimen by NAA with probe detection,Human papilloma virus 35 DNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,,http://loinc.org,2.34,2.73,1.0,1.0
602,Mikrobiologi Klinik,HPV 39 (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,61378-6,Human papilloma virus 39 DNA [Presence] in Specimen by NAA with probe detection,Human papilloma virus 39 DNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,,http://loinc.org,2.34,2.73,1.0,1.0
603,Mikrobiologi Klinik,HPV 40 (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,X099225,HPV 40 (PCR),,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0
604,Mikrobiologi Klinik,HPV 42 (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,61395-0,Human papilloma virus 42 DNA [Presence] in Specimen by NAA with probe detection,Human papilloma virus 42 DNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,,http://loinc.org,2.34,2.69,1.0,1.0
605,Mikrobiologi Klinik,HPV 43 (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,X099226,HPV 43 (PCR),,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0
606,Mikrobiologi Klinik,HPV 44 (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,61379-4,Human papilloma virus 44 DNA [Presence] in Specimen by NAA with probe detection,Human papilloma virus 44 DNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,,http://loinc.org,2.34,2.69,1.0,1.0
607,Mikrobiologi Klinik,HPV 45 (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,61380-2,Human papilloma virus 45 DNA [Presence] in Specimen by NAA with probe detection,Human papilloma virus 45 DNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,,http://loinc.org,2.34,2.73,1.0,1.0
608,Mikrobiologi Klinik,HPV 51 (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,61381-0,Human papilloma virus 51 DNA [Presence] in Specimen by NAA with probe detection,Human papilloma virus 51 DNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,,http://loinc.org,2.34,2.73,1.0,1.0
609,Mikrobiologi Klinik,HPV 52 (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,61382-8,Human papilloma virus 52 DNA [Presence] in Specimen by NAA with probe detection,Human papilloma virus 52 DNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,,http://loinc.org,2.34,2.73,1.0,1.0
610,Mikrobiologi Klinik,HPV 53 (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,61383-6,Human papilloma virus 53 DNA [Presence] in Specimen by NAA with probe detection,Human papilloma virus 53 DNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,,http://loinc.org,2.34,2.69,1.0,1.0
611,Mikrobiologi Klinik,HPV 54 (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,X099227,HPV 54 (PCR),,,,,,,,http://loinc.org,,,1.0,1.0
612,Mikrobiologi Klinik,HPV 56 (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,61396-8,Human papilloma virus 56 DNA [Presence] in Specimen by NAA with probe detection,Human papilloma virus 56 DNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,,http://loinc.org,2.34,2.73,1.0,1.0
613,Mikrobiologi Klinik,HPV 58 (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,61384-4,Human papilloma virus 58 DNA [Presence] in Specimen by NAA with probe detection,Human papilloma virus 58 DNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,,http://loinc.org,2.34,2.73,1.0,1.0
614,Mikrobiologi Klinik,HPV 59 (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,61385-1,Human papilloma virus 59 DNA [Presence] in Specimen by NAA with probe detection,Human papilloma virus 59 DNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,,http://loinc.org,2.34,2.69,1.0,1.0
615,Mikrobiologi Klinik,HPV 6 (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,61393-5,Human papilloma virus 6 DNA [Presence] in Specimen by NAA with probe detection,Human papilloma virus 6 DNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,,http://loinc.org,2.34,2.69,1.0,1.0
616,Mikrobiologi Klinik,HPV 61 (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,X099228,HPV 61 (PCR),,,,,,,,http://loinc.org,,,1.0,1.0
617,Mikrobiologi Klinik,HPV 62 (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,X099229,HPV 62 (PCR),,,,,,,,http://loinc.org,,,1.0,1.0
618,Mikrobiologi Klinik,HPV 66 (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,61386-9,Human papilloma virus 66 DNA [Presence] in Specimen by NAA with probe detection,Human papilloma virus 66 DNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,,http://loinc.org,2.34,2.69,1.0,1.0
619,Mikrobiologi Klinik,HPV 67 (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,61387-7,Human papilloma virus 67 DNA [Presence] in Specimen by NAA with probe detection,Human papilloma virus 67 DNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,,http://loinc.org,2.34,2.69,1.0,1.0 
620,Mikrobiologi Klinik,HPV 68 (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,61388-5,Human papilloma virus 68 DNA [Presence] in Specimen by NAA with probe detection,Human papilloma virus 68 DNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,,http://loinc.org,2.34,2.73,1.0,1.0 
621,Mikrobiologi Klinik,HPV 69 (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,61389-3,Human papilloma virus 69 DNA [Presence] in Specimen by NAA with probe detection,Human papilloma virus 69 DNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,,http://loinc.org,2.34,2.69,1.0,1.0
622,Mikrobiologi Klinik,HPV 70 (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,61390-1,Human papilloma virus 70 DNA [Presence] in Specimen by NAA with probe detection,Human papilloma virus 70 DNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,,http://loinc.org,2.34,2.69,1.0,1.0
623,Mikrobiologi Klinik,HPV 71 (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,X099230,HPV 71 (PCR),,,,,,,,http://loinc.org,,,1.0,1.0
624,Mikrobiologi Klinik,HPV 72 (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,X099231,HPV 72 (PCR),,,,,,,,http://loinc.org,,,1.0,1.0
625,Mikrobiologi Klinik,HPV 73 (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,61391-9,Human papilloma virus 73 DNA [Presence] in Specimen by NAA with probe detection,Human papilloma virus 73 DNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,,http://loinc.org,2.34,2.73,1.0,1.0
626,Mikrobiologi Klinik,HPV 81 (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,X099232,HPV 81 (PCR),,,,,,,,http://loinc.org,,,1.0,1.0
627,Mikrobiologi Klinik,HPV 82 (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,61392-7,Human papilloma virus 82 DNA [Presence] in Specimen by NAA with probe detection,Human papilloma virus 82 DNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,,http://loinc.org,2.34,2.73,1.0,1.0
628,Mikrobiologi Klinik,HPV 83 (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,X099233,HPV 83 (PCR),,,,,,,,http://loinc.org,,,1.0,1.0
629,Mikrobiologi Klinik,HPV 84 (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,X099234,HPV 84 (PCR),,,,,,,,http://loinc.org,,,1.0,1.0
630,Mikrobiologi Klinik,HPV 85 (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,X099235,HPV 85 (PCR),,,,,,,,http://loinc.org,,,1.0,1.0
631,Mikrobiologi Klinik,HPV 89 (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,X099236,HPV 89 (PCR),,,,,,,,http://loinc.org,,,1.0,1.0
632,Mikrobiologi Klinik,HSV-1 (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,16130-7,Herpes simplex virus 1 DNA [Presence] in Specimen by NAA with probe detection,Herpes simplex virus 1 DNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,,http://loinc.org,1.0l,2.73,1.0,1.0
633,Mikrobiologi Klinik,HSV-2 (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,16131-5,Herpes simplex virus 2 DNA [Presence] in Specimen by NAA with probe detection,Herpes simplex virus 2 DNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,,http://loinc.org,1.0l,2.73,1.0,1.0
634,Mikrobiologi Klinik,Influenza virus A (H3N2) (PCR),Permintaan,Swab/ Sekret,Ordinal,,PCR,X099237,Influenza virus A (H3N2) (PCR),,,,,,,,http://loinc.org,,,1.0,1.0
635,Mikrobiologi Klinik,Influenza virus A (H3N2) (PCR),Hasil,Swab/ Sekret,Ordinal,,PCR,77027-1,Influenza virus A H3 RNA [Presence] in Nasopharynx by NAA with probe detection,Influenza virus A H3 RNA,PrThr,Pt,Nph,Ord,Probe.amp.tar,,http://loinc.org,2.52,2.73,1.0,1.0
636,Mikrobiologi Klinik,Influenza virus A (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,76078-5,Influenza virus A RNA [Presence] in Nasopharynx by NAA with probe detection,Influenza virus A RNA,PrThr,Pt,Nph,Ord,Probe.amp.tar,,http://loinc.org,2.5,2.73,1.0,1.0
637,Mikrobiologi Klinik,Influenza virus B (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,76080-1,Influenza virus B RNA [Presence] in Nasopharynx by NAA with probe detection,Influenza virus B RNA,PrThr,Pt,Nph,Ord,Probe.amp.tar,,http://loinc.org,2.5,2.73,1.0,1.0
638,Mikrobiologi Klinik,Influenza virus C (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,60267-2,Influenza virus C RNA [Presence] in Isolate by NAA with probe detection,Influenza virus C RNA,PrThr,Pt,Isolate,Ord,Probe.amp.tar,,http://loinc.org,2.34,2.63,1.0,1.0
639,Mikrobiologi Klinik,Legionella pneumonia (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,92145-2,Legionella pneumophila DNA [Presence] in Respiratory system specimen by NAA with probe detection,Legionella pneumophila DNA,PrThr,Pt,Respiratory System Specimen,Ord,Probe.amp.tar,,http://loinc.org,2.66,2.75,1.0,1.0
640,Mikrobiologi Klinik,Metapneumovirus (subtypes A and B) (PCR),Permintaan,Swab/ Sekret,Ordinal,,PCR,X099238,Metapneumovirus (subtypes A and B) (PCR),,,,,,,,http://loinc.org,,,1.0,1.0
641,Mikrobiologi Klinik,Metapneumovirus (subtypes A and B) (PCR),Hasil,Swab/ Sekret,Ordinal,,PCR,77024-8,Human metapneumovirus RNA [Presence] in Nasopharynx by NAA with probe detection,Human metapneumovirus RNA,PrThr,Pt,Nph,Ord,Probe.amp.tar,,http://loinc.org,2.52,2.73,1.0,1.0
642,Mikrobiologi Klinik,Parainfluenza virus 1 (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,76084-3,Parainfluenza virus 1 RNA [Presence] in Nasopharynx by NAA with probe detection,Parainfluenza virus 1 RNA,PrThr,Pt,Nph,Ord,Probe.amp.tar,,http://loinc.org,2.5,2.73,1.0,1.0
643,Mikrobiologi Klinik,Parainfluenza virus 2 (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,76085-0,Parainfluenza virus 2 RNA [Presence] in Nasopharynx by NAA with probe detection,Parainfluenza virus 2 RNA,PrThr,Pt,Nph,Ord,Probe.amp.tar,,http://loinc.org,2.5,2.73,1.0,1.0
644,Mikrobiologi Klinik,Parainfluenza virus 3 (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,76086-8,Parainfluenza virus 3 RNA [Presence] in Nasopharynx by NAA with probe detection,Parainfluenza virus 3 RNA,PrThr,Pt,Nph,Ord,Probe.amp.tar,,http://loinc.org,2.5,2.73,1.0,1.0
645,Mikrobiologi Klinik,Parainfluenza virus 4 (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,76087-6,Parainfluenza virus 4 RNA [Presence] in Nasopharynx by NAA with probe detection,Parainfluenza virus 4 RNA,PrThr,Pt,Nph,Ord,Probe.amp.tar,,http://loinc.org,2.5,2.73,1.0,1.0
646,Mikrobiologi Klinik,Poliovirus (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,X099239,Poliovirus (PCR),,,,,,,,http://loinc.org,,,1.0,1.0
647,Mikrobiologi Klinik,Respiratory syncytial virus type (RSV-A) (PCR),Hasil,Swab/ Sekret,Ordinal,,PCR,77022-2,Respiratory syncytial virus A RNA [Presence] in Nasopharynx by NAA with probe detection,Respiratory syncytial virus A RNA,PrThr,Pt,Nph,Ord,Probe.amp.tar,,http://loinc.org,2.52,2.73,1.0,1.0
648,Mikrobiologi Klinik,Respiratory syncytial virus type B (RSA-B) (PCR),Hasil,Swab/ Sekret,Ordinal,,PCR,77023-0,Respiratory syncytial virus B RNA [Presence] in Nasopharynx by NAA with probe detection,Respiratory syncytial virus B RNA,PrThr,Pt,Nph,Ord,Probe.amp.tar,,http://loinc.org,2.52,2.73,1.0,1.0
649,Mikrobiologi Klinik,Rhinovirus (PCR),Hasil,Swab/ Sekret,Ordinal,,PCR,77025-5,Rhinovirus RNA [Presence] in Nasopharynx by NAA with probe detection,Rhinovirus RNA,PrThr,Pt,Nph,Ord,Probe.amp.tar,,http://loinc.org,2.52,2.73,1.0,1.0
650,Mikrobiologi Klinik,Toxoplasma (PCR),Permintaan & Hasil,Darah,Ordinal,,PCR,16279-2,Toxoplasma gondii DNA [Presence] in Blood by NAA with probe detection,Toxoplasma gondii DNA,PrThr,Pt,Bld,Ord,Probe.amp.tar,,http://loinc.org,1.0l,2.73,1.0,1.0
651,Mikrobiologi Klinik,Toxoplasma (PCR),Permintaan & Hasil,Darah,Quantitative,{copies}/mL,PCR,49447-6,Toxoplasma gondii DNA [#/volume] in Blood by NAA with probe detection,Toxoplasma gondii DNA,NCnc,Pt,Bld,Qn,Probe.amp.tar,{copies}/mL,http://loinc.org,2.22,2.73,1.0,1.0
652,Mikrobiologi Klinik,Toxoplasma (PCR),Permintaan & Hasil,Serum/Plasma,Quantitative,{copies}/mL,PCR,49449-2,Toxoplasma gondii DNA [#/volume] in Serum or Plasma by NAA with probe detection,Toxoplasma gondii DNA,NCnc,Pt,Ser/Plas,Qn,Probe.amp.tar,{copies}/mL,http://loinc.org,2.22,2.7,1.0,1.0
653,Mikrobiologi Klinik,Varicella Zoster Virus (PCR),Permintaan & Hasil,Swab/ Sekret,Ordinal,,PCR,11483-5,Varicella zoster virus DNA [Presence] in Specimen by NAA with probe detection,Varicella zoster virus DNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,,http://loinc.org,1.0j-a,2.73,1.0,1.0
654,Mikrobiologi Klinik,CMV BAL viral load (PCR) ,Permintaan & Hasil,BAL,Quantitative,,PCR,49349-4,Cytomegalovirus DNA [#/volume] (viral load) in Bronchoalveolar lavage by NAA with probe detection,Cytomegalovirus DNA,NCnc,Pt,BAL,Qn,Probe.amp.tar,{copies}/mL,http://loinc.org,2.22,2.63,1.0,1.0
655,Mikrobiologi Klinik,CMV cairan amnion viral load (PCR) ,Permintaan & Hasil,Cairan amnion,Quantitative,,PCR,49348-6,Cytomegalovirus DNA [#/volume] (viral load) in Amniotic fluid by NAA with probe detection,Cytomegalovirus DNA,NCnc,Pt,Amnio fld,Qn,Probe.amp.tar,{copies}/mL,http://loinc.org,2.22,2.63,1.0,1.0
656,Mikrobiologi Klinik,CMV cairan mata viral load (PCR) ,Permintaan & Hasil,Cairan mata ,Quantitative,,PCR,88130-0,Cytomegalovirus DNA [#/volume] (viral load) in Ocular fluid by NAA with probe detection,Cytomegalovirus DNA,NCnc,Pt,Ocular fld,Qn,Probe.amp.tar,{copies}/mL,http://loinc.org,2.63,2.63,1.0,1.0
657,Mikrobiologi Klinik,CMV cairan otak viral load (PCR) ,Permintaan & Hasil,Cairan otak ,Quantitative,,PCR,101815-9,Cytomegalovirus DNA [Units/volume] (viral load) in Cerebral spinal fluid by NAA with probe detection,Cytomegalovirus DNA,ACnc,Pt,CSF,Qn,Probe.amp.tar,[IU]/mL,http://loinc.org,2.75,2.75,1.0,1.0
658,Mikrobiologi Klinik,CMV cairan otak viral load (PCR) ,Permintaan & Hasil,Cairan otak ,Quantitative,,PCR,39003-9,Cytomegalovirus DNA [#/volume] (viral load) in Cerebral spinal fluid by NAA with probe detection,Cytomegalovirus DNA,NCnc,Pt,CSF,Qn,Probe.amp.tar,{copies}/mL,http://loinc.org,2.15,2.73,1.0,1.0
659,Mikrobiologi Klinik,CMV darah viral load (PCR) ,Permintaan & Hasil,Darah,Quantitative,,PCR,100675-8,Cytomegalovirus DNA [Units/volume] (viral load) in Blood by NAA with probe detection,Cytomegalovirus DNA,ACnc,Pt,Bld,Qn,Probe.amp.tar,[IU]/mL,http://loinc.org,2.73,2.73,1.0,1.0
660,Mikrobiologi Klinik,CMV darah viral load (PCR) ,Permintaan & Hasil,Darah,Quantitative,,PCR,29604-6,Cytomegalovirus DNA [#/volume] (viral load) in Blood by NAA with probe detection,Cytomegalovirus DNA,NCnc,Pt,Bld,Qn,Probe.amp.tar,{copies}/mL,http://loinc.org,2.03,2.73,1.0,1.0
