IDKategori,Nama Pemeriksaan,Permintaan/Hasil,Spesimen,Tipe hasil pemeriksaan,Satuan,Metode Analisis,Code,Display,Component,Property,Timing,System,Scale,Method,Unit of Measure,Code System
26,Rasio albumin/globulin urine sewaktu (Elektroforesis),Permintaan & Hasil,Urine,Quantitative,,Electrophoresis,44293-9,Albumin/Globulin [Mass Ratio] in Urine by Electrophoresis,Albumin/Globulin,MRto,Pt,Urine,Qn,Electrophoresis,{ratio},http://loinc.org
26,Rasio albumin/globulin urine 24 jam,Hasil,Urine 24 jam,Quantitative,,,9406-0,Albumin/Globulin [Mass Ratio] in 24 hour Urine,Albumin/Globulin,MRto,24H,Urine,Qn,,{ratio},http://loinc.org
26,Beta globulin urine 24 jam (Elektroforesis),Permintaan & Hasil,Urine 24 jam,Quantitative,mg/24 jam,Electrophoresis,94714-3,Beta globulin [Mass/time] in 24 hour Urine by Electrophoresis,Beta globulin,MRat,24H,Urine,Qn,Electrophoresis,mg/(24.h),http://loinc.org
26,Gamma globulin urine sewaktu (Elektroforesis),Hasil,Urine,Quantitative,%,Electrophoresis,13995-6,Gamma globulin/Protein.total in Urine by Electrophoresis,Gamma globulin/Protein.total,MFr,Pt,Urine,Qn,Electrophoresis,%,http://loinc.org
26,Rasio albumin/globulin urine 24 jam (Elektroforesis),Permintaan & Hasil,Urine 24 jam,Quantitative,,Electrophoresis,44294-7,Albumin/Globulin [Mass Ratio] in 24 hour Urine by Electrophoresis,Albumin/Globulin,MRto,24H,Urine,Qn,Electrophoresis,{ratio},http://loinc.org
26,Mikroalbumin urine,Permintaan & Hasil,Urine,Quantitative,mg/L,,14957-5,Microalbumin [Mass/volume] in Urine,Albumin,MCnc,Pt,Urine,Qn,Detection limit <= 20 mg/L,ug/mL;mg/dL,http://loinc.org
26,Gamma globulin urine sewaktu (Elektroforesis),Hasil,Urine 24 jam,Quantitative,g/dL,Electrophoresis,9745-1,Gamma globulin [Mass/volume] in Urine by Electrophoresis,Gamma globulin,MCnc,Pt,Urine,Qn,Electrophoresis,g/dL,http://loinc.org
26,Gamma globulin urine 24 jam (Elektroforesis),Hasil,Urine 24 jam,Quantitative,%,Electrophoresis,13989-9,Gamma globulin/Protein.total in 24 hour Urine by Electrophoresis,Gamma globulin/Protein.total,MFr,24H,Urine,Qn,Electrophoresis,%,http://loinc.org
26,Mikroalbumin urine,Permintaan & Hasil,Urine,Quantitative,mg/L,FPIA,14957-5,Microalbumin [Mass/volume] in Urine,Albumin,MCnc,Pt,Urine,Qn,Detection limit <= 20 mg/L,ug/mL;mg/dL,http://loinc.org
26,Mikroalbumin urine,Permintaan & Hasil,Urine,Quantitative,mg/L,Immunochromatography,14957-5,Microalbumin [Mass/volume] in Urine,Albumin,MCnc,Pt,Urine,Qn,Detection limit <= 20 mg/L,ug/mL;mg/dL,http://loinc.org
26,Gamma globulin urine 24 jam (Elektroforesis),Permintaan & Hasil,Urine 24 jam,Quantitative,g/24 jam,Electrophoresis,94715-0,Gamma globulin [Mass/time] in 24 hour Urine by Electrophoresis,Gamma globulin,MRat,24H,Urine,Qn,Electrophoresis,mg/(24.h),http://loinc.org
26,Mikroalbumin urine,Permintaan & Hasil,Urine,Quantitative,mg/L,Immunoturbidimetry,14957-5,Microalbumin [Mass/volume] in Urine,Albumin,MCnc,Pt,Urine,Qn,Detection limit <= 20 mg/L,ug/mL;mg/dL,http://loinc.org
26,Rasio albumin/globulin urine sewaktu,Hasil,Urine,Quantitative,,,9405-2,Albumin/Globulin [Mass Ratio] in Urine,Albumin/Globulin,MRto,Pt,Urine,Qn,,{ratio},http://loinc.org
26,Kreatinin urine,Permintaan & Hasil,Urine,Quantitative,mg/dL,,2161-8,Creatinine [Mass/volume] in Urine,Creatinine,MCnc,Pt,Urine,Qn,,mg/dL,http://loinc.org
26,Rasio albumin/globulin urine sewaktu (Elektroforesis),Permintaan & Hasil,Urine,Quantitative,,Electrophoresis,44293-9,Albumin/Globulin [Mass Ratio] in Urine by Electrophoresis,Albumin/Globulin,MRto,Pt,Urine,Qn,Electrophoresis,{ratio},http://loinc.org
26,Kreatinin urine,Permintaan & Hasil,Urine,Quantitative,mg/dL,Enzymatic,2161-8,Creatinine [Mass/volume] in Urine,Creatinine,MCnc,Pt,Urine,Qn,,mg/dL,http://loinc.org
26,Rasio albumin/globulin urine 24 jam,Hasil,Urine 24 jam,Quantitative,,,9406-0,Albumin/Globulin [Mass Ratio] in 24 hour Urine,Albumin/Globulin,MRto,24H,Urine,Qn,,{ratio},http://loinc.org
26,Kreatinin urine,Permintaan & Hasil,Urine,Quantitative,mg/dL,Jaffe Method,2161-8,Creatinine [Mass/volume] in Urine,Creatinine,MCnc,Pt,Urine,Qn,,mg/dL,http://loinc.org
26,Rasio albumin/globulin urine 24 jam (Elektroforesis),Permintaan & Hasil,Urine 24 jam,Quantitative,,Electrophoresis,44294-7,Albumin/Globulin [Mass Ratio] in 24 hour Urine by Electrophoresis,Albumin/Globulin,MRto,24H,Urine,Qn,Electrophoresis,{ratio},http://loinc.org
26,Mikroalbumin urine,Permintaan & Hasil,Urine,Quantitative,mg/L,,14957-5,Microalbumin [Mass/volume] in Urine,Albumin,MCnc,Pt,Urine,Qn,Detection limit <= 20 mg/L,ug/mL;mg/dL,http://loinc.org
26,Albumin-creatinin ratio (ACR),Permintaan & Hasil,Urine,Quantitative,mg/g{creat},Immunoturbidimetry,14959-1,Microalbumin/Creatinine [Mass Ratio] in Urine,Albumin/Creatinine,MRto,Pt,Urine,Qn,Detection limit <= 20 mg/L,mg/g{creat},http://loinc.org
26,Mikroalbumin urine,Permintaan & Hasil,Urine,Quantitative,mg/L,FPIA,14957-5,Microalbumin [Mass/volume] in Urine,Albumin,MCnc,Pt,Urine,Qn,Detection limit <= 20 mg/L,ug/mL;mg/dL,http://loinc.org
26,Albumin-creatinin ratio (ACR),Permintaan & Hasil,Urine,Quantitative,mg/g{creat},Calculation,14959-1,Microalbumin/Creatinine [Mass Ratio] in Urine,Albumin/Creatinine,MRto,Pt,Urine,Qn,Detection limit <= 20 mg/L,mg/g{creat},http://loinc.org
26,Mikroalbumin urine,Permintaan & Hasil,Urine,Quantitative,mg/L,Immunochromatography,14957-5,Microalbumin [Mass/volume] in Urine,Albumin,MCnc,Pt,Urine,Qn,Detection limit <= 20 mg/L,ug/mL;mg/dL,http://loinc.org
26,Volume urine 24 jam,Hasil,Urine 24 jam,Quantitative,mL,,3167-4,Volume of 24 hour Urine,Specimen volume,Vol,24H,Urine,Qn,,L,http://loinc.org
26,Mikroalbumin urine,Permintaan & Hasil,Urine,Quantitative,mg/L,Immunoturbidimetry,14957-5,Microalbumin [Mass/volume] in Urine,Albumin,MCnc,Pt,Urine,Qn,Detection limit <= 20 mg/L,ug/mL;mg/dL,http://loinc.org
26,Mikroalbumin urine 24 jam,Permintaan & Hasil,Urine 24 jam,Quantitative,mg/L,,30003-8,Microalbumin [Mass/volume] in 24 hour Urine,Albumin,MCnc,24H,Urine,Qn,Detection limit <= 20 mg/L,ug/mL;mg/dL,http://loinc.org
26,Mikroalbumin urine 24 jam,Permintaan & Hasil,Urine 24 jam,Quantitative,mg/24 jam,,14956-7,Microalbumin [Mass/time] in 24 hour Urine,Albumin,MRat,24H,Urine,Qn,Detection limit <= 20 mg/L,mg/(24.h),http://loinc.org
26,Kreatinin urine,Permintaan & Hasil,Urine,Quantitative,mg/dL,,2161-8,Creatinine [Mass/volume] in Urine,Creatinine,MCnc,Pt,Urine,Qn,,mg/dL,http://loinc.org
26,Mikroalbumin urine 24 jam,Permintaan & Hasil,Urine 24 jam,Quantitative,mg/24 jam,Immunoturbidimetry,14956-7,Microalbumin [Mass/time] in 24 hour Urine,Albumin,MRat,24H,Urine,Qn,Detection limit <= 20 mg/L,mg/(24.h),http://loinc.org
26,Kreatinin urine,Permintaan & Hasil,Urine,Quantitative,mg/dL,Enzymatic,2161-8,Creatinine [Mass/volume] in Urine,Creatinine,MCnc,Pt,Urine,Qn,,mg/dL,http://loinc.org
26,Mikroalbumin urine 24 jam,Permintaan & Hasil,Urine 24 jam,Quantitative,mg/24 jam,Immunochromatography,14956-7,Microalbumin [Mass/time] in 24 hour Urine,Albumin,MRat,24H,Urine,Qn,Detection limit <= 20 mg/L,mg/(24.h),http://loinc.org
26,Kreatinin urine,Permintaan & Hasil,Urine,Quantitative,mg/dL,Jaffe Method,2161-8,Creatinine [Mass/volume] in Urine,Creatinine,MCnc,Pt,Urine,Qn,,mg/dL,http://loinc.org
26,Albumin-creatinin ratio (ACR),Permintaan & Hasil,Urine,Quantitative,mg/g{creat},Immunoturbidimetry,14959-1,Microalbumin/Creatinine [Mass Ratio] in Urine,Albumin/Creatinine,MRto,Pt,Urine,Qn,Detection limit <= 20 mg/L,mg/g{creat},http://loinc.org
26,Asam urat urine 24 jam,Permintaan & Hasil,Urine 24 jam,Quantitative,g/24 jam,,3087-4,Urate [Mass/time] in 24 hour Urine,Urate,MRat,24H,Urine,Qn,,g/(24.h),http://loinc.org
26,Albumin-creatinin ratio (ACR),Permintaan & Hasil,Urine,Quantitative,mg/g{creat},Calculation,14959-1,Microalbumin/Creatinine [Mass Ratio] in Urine,Albumin/Creatinine,MRto,Pt,Urine,Qn,Detection limit <= 20 mg/L,mg/g{creat},http://loinc.org
26,Asam urat urine 24 jam,Permintaan & Hasil,Urine 24 jam,Quantitative,g/24 jam,Uricase,3087-4,Urate [Mass/time] in 24 hour Urine,Urate,MRat,24H,Urine,Qn,,g/(24.h),http://loinc.org
26,Insulin-like growth factor-I (IgF-I),Permintaan & Hasil,Serum,Quantitative,ng/mL,,2484-4,Insulin-like growth factor-I [Mass/volume] in Serum or Plasma,Insulin-like growth factor-I,MCnc,Pt,Ser/Plas,Qn,,ng/mL,http://loinc.org
26,Volume urine 24 jam,Hasil,Urine 24 jam,Quantitative,mL,,3167-4,Volume of 24 hour Urine,Specimen volume,Vol,24H,Urine,Qn,,L,http://loinc.org
26,Insulin-like growth factor-I (IgF-I),Permintaan & Hasil,Serum,Quantitative,ng/mL,ELISA,2484-4,Insulin-like growth factor-I [Mass/volume] in Serum or Plasma,Insulin-like growth factor-I,MCnc,Pt,Ser/Plas,Qn,,ng/mL,http://loinc.org
26,Mikroalbumin urine 24 jam,Permintaan & Hasil,Urine 24 jam,Quantitative,mg/L,,30003-8,Microalbumin [Mass/volume] in 24 hour Urine,Albumin,MCnc,24H,Urine,Qn,Detection limit <= 20 mg/L,ug/mL;mg/dL,http://loinc.org
26,Mikroalbumin urine 24 jam,Permintaan & Hasil,Urine 24 jam,Quantitative,mg/24 jam,,14956-7,Microalbumin [Mass/time] in 24 hour Urine,Albumin,MRat,24H,Urine,Qn,Detection limit <= 20 mg/L,mg/(24.h),http://loinc.org
26,Insulin-like growth factor-I (IgF-I),Permintaan & Hasil,Serum,Quantitative,ng/mL,CLIA,2484-4,Insulin-like growth factor-I [Mass/volume] in Serum or Plasma,Insulin-like growth factor-I,MCnc,Pt,Ser/Plas,Qn,,ng/mL,http://loinc.org
26,Mikroalbumin urine 24 jam,Permintaan & Hasil,Urine 24 jam,Quantitative,mg/24 jam,Immunoturbidimetry,14956-7,Microalbumin [Mass/time] in 24 hour Urine,Albumin,MRat,24H,Urine,Qn,Detection limit <= 20 mg/L,mg/(24.h),http://loinc.org
26,Insulin-like growth factor-I (IgF-I),Permintaan & Hasil,Serum,Quantitative,ng/mL,EIA,2484-4,Insulin-like growth factor-I [Mass/volume] in Serum or Plasma,Insulin-like growth factor-I,MCnc,Pt,Ser/Plas,Qn,,ng/mL,http://loinc.org
26,Mikroalbumin urine 24 jam,Permintaan & Hasil,Urine 24 jam,Quantitative,mg/24 jam,Immunochromatography,14956-7,Microalbumin [Mass/time] in 24 hour Urine,Albumin,MRat,24H,Urine,Qn,Detection limit <= 20 mg/L,mg/(24.h),http://loinc.org
26,Insulin-like growth factor-I (IgF-I),Permintaan & Hasil,Serum,Quantitative,ng/mL,ECLIA,2484-4,Insulin-like growth factor-I [Mass/volume] in Serum or Plasma,Insulin-like growth factor-I,MCnc,Pt,Ser/Plas,Qn,,ng/mL,http://loinc.org
26,Renin,Permintaan & Hasil,Serum,Quantitative,ng/mL/h,,2915-7,Renin [Enzymatic activity/volume] in Plasma,Renin,CCnc,Pt,Plas,Qn,,ng/mL/h,http://loinc.org
26,Asam urat urine 24 jam,Permintaan & Hasil,Urine 24 jam,Quantitative,g/24 jam,,3087-4,Urate [Mass/time] in 24 hour Urine,Urate,MRat,24H,Urine,Qn,,g/(24.h),http://loinc.org
26,Asam urat urine 24 jam,Permintaan & Hasil,Urine 24 jam,Quantitative,g/24 jam,Uricase,3087-4,Urate [Mass/time] in 24 hour Urine,Urate,MRat,24H,Urine,Qn,,g/(24.h),http://loinc.org
26,Renin,Permintaan & Hasil,Serum,Quantitative,ng/L,,35570-1,Renin [Mass/volume] in Plasma,Renin,MCnc,Pt,Plas,Qn,,ng/L,http://loinc.org
26,Insulin-like growth factor-I (IgF-I),Permintaan & Hasil,Serum,Quantitative,ng/mL,,2484-4,Insulin-like growth factor-I [Mass/volume] in Serum or Plasma,Insulin-like growth factor-I,MCnc,Pt,Ser/Plas,Qn,,ng/mL,http://loinc.org
26,Uroflowmetri,Permintaan,Urine,,,Uroflowmetri,80525-9,Uroflowmetry panel,Uroflowmetry panel,-,Pt,Genitourinary system,-,Uroflowmetry,,http://loinc.org
26,Insulin-like growth factor-I (IgF-I),Permintaan & Hasil,Serum,Quantitative,ng/mL,ELISA,2484-4,Insulin-like growth factor-I [Mass/volume] in Serum or Plasma,Insulin-like growth factor-I,MCnc,Pt,Ser/Plas,Qn,,ng/mL,http://loinc.org
26,Kecepatan maksimal aliran urine,Hasil,Urine,Quantitative,mL/s,Uroflowmetri,80519-2,Maximum Urine flow by Uroflowmetry,Urine flow.max,VRat,Pt,Genitourinary system,Qn,Uroflowmetry,mL/s,http://loinc.org
26,Insulin-like growth factor-I (IgF-I),Permintaan & Hasil,Serum,Quantitative,ng/mL,CLIA,2484-4,Insulin-like growth factor-I [Mass/volume] in Serum or Plasma,Insulin-like growth factor-I,MCnc,Pt,Ser/Plas,Qn,,ng/mL,http://loinc.org
26,Kecepatan rata-rata aliran urine,Hasil,Urine,Quantitative,mL/s,Uroflowmetri,80522-6,Mean urine flow by Uroflowmetry,Urine flow.mean,VRat,Pt,Genitourinary system,Qn,Uroflowmetry,mL/s,http://loinc.org
26,Insulin-like growth factor-I (IgF-I),Permintaan & Hasil,Serum,Quantitative,ng/mL,EIA,2484-4,Insulin-like growth factor-I [Mass/volume] in Serum or Plasma,Insulin-like growth factor-I,MCnc,Pt,Ser/Plas,Qn,,ng/mL,http://loinc.org
26,Urine output,Hasil,Urine,Quantitative,mL,Uroflowmetri,80523-4,Urine output by Uroflowmetry,Fluid output.urine,Vol,Pt,Genitourinary system,Qn,Uroflowmetry,mL,http://loinc.org
26,Insulin-like growth factor-I (IgF-I),Permintaan & Hasil,Serum,Quantitative,ng/mL,ECLIA,2484-4,Insulin-like growth factor-I [Mass/volume] in Serum or Plasma,Insulin-like growth factor-I,MCnc,Pt,Ser/Plas,Qn,,ng/mL,http://loinc.org
26,Waktu kecepatan maksimal aliran urine,Hasil,Urine,Quantitative,detik,Uroflowmetri,80526-7,Time to max urine flow by Uroflowmetry,Time to max urine flow,Time,Pt,Genitourinary system,Qn,Uroflowmetry,s,http://loinc.org
26,Renin,Permintaan & Hasil,Serum,Quantitative,ng/mL/h,,2915-7,Renin [Enzymatic activity/volume] in Plasma,Renin,CCnc,Pt,Plas,Qn,,ng/mL/h,http://loinc.org
26,Flow time,Hasil,Urine,Quantitative,detik,Uroflowmetri,80520-0,Flow time by Uroflowmetry,Flow time,Time,Pt,Urine,Qn,Uroflowmetry,s,http://loinc.org
26,Renin,Permintaan & Hasil,Serum,Quantitative,ng/L,,35570-1,Renin [Mass/volume] in Plasma,Renin,MCnc,Pt,Plas,Qn,,ng/L,http://loinc.org
26,Voiding time,Permintaan & Hasil,Urine,Quantitative,detik,Uroflowmetri,80524-2,Voiding time by Uroflowmetry,Voiding time,Time,Pt,Urine,Qn,Uroflowmetry,s,http://loinc.org
26,Uroflowmetri,Permintaan,Urine,,,Uroflowmetri,80525-9,Uroflowmetry panel,Uroflowmetry panel,-,Pt,Genitourinary system,-,Uroflowmetry,,http://loinc.org
26,Urine output - post void,Hasil,Urine,Quantitative,mL,Uroflowmetri,9197-5,Urine output --post void,Fluid output.urine^post void,Vol,Pt,Urinary tract,Qn,,mL,http://loinc.org
26,Beta-2-Microglobulin,Permintaan & Hasil,Serum,Quantitative,mg/L,,1952-1,Beta-2-Microglobulin [Mass/volume] in Serum or Plasma,Beta-2-Microglobulin,MCnc,Pt,Ser/Plas,Qn,,mg/L;ug/mL,http://loinc.org
26,Kecepatan maksimal aliran urine,Hasil,Urine,Quantitative,mL/s,Uroflowmetri,80519-2,Maximum Urine flow by Uroflowmetry,Urine flow.max,VRat,Pt,Genitourinary system,Qn,Uroflowmetry,mL/s,http://loinc.org
26,Kecepatan rata-rata aliran urine,Hasil,Urine,Quantitative,mL/s,Uroflowmetri,80522-6,Mean urine flow by Uroflowmetry,Urine flow.mean,VRat,Pt,Genitourinary system,Qn,Uroflowmetry,mL/s,http://loinc.org
26,Beta-2-Microglobulin,Permintaan & Hasil,Serum,Quantitative,mg/L,FEIA,83078-6,Beta-2-Microglobulin [Mass/volume] in Serum or Plasma by Immunoassay,Beta-2-Microglobulin,MCnc,Pt,Ser/Plas,Qn,IA,mg/L,http://loinc.org
26,Fenitoin,Permintaan & Hasil,Serum,Quantitative,μg/mL,,3968-5,Phenytoin [Mass/volume] in Serum or Plasma,Phenytoin,MCnc,Pt,Ser/Plas,Qn,,ug/mL,http://loinc.org
26,Urine output,Hasil,Urine,Quantitative,mL,Uroflowmetri,80523-4,Urine output by Uroflowmetry,Fluid output.urine,Vol,Pt,Genitourinary system,Qn,Uroflowmetry,mL,http://loinc.org
26,Digoksin,Permintaan & Hasil,Serum,Quantitative,ng/mL,,10535-3,Digoxin [Mass/volume] in Serum or Plasma,Digoxin,MCnc,Pt,Ser/Plas,Qn,,ng/mL,http://loinc.org
26,Waktu kecepatan maksimal aliran urine,Hasil,Urine,Quantitative,detik,Uroflowmetri,80526-7,Time to max urine flow by Uroflowmetry,Time to max urine flow,Time,Pt,Genitourinary system,Qn,Uroflowmetry,s,http://loinc.org
26,Flow time,Hasil,Urine,Quantitative,detik,Uroflowmetri,80520-0,Flow time by Uroflowmetry,Flow time,Time,Pt,Urine,Qn,Uroflowmetry,s,http://loinc.org
26,Digoksin,Permintaan & Hasil,Serum,Quantitative,ng/mL,Immunoasssay,83093-5,Digoxin [Mass/volume] in Serum or Plasma by Immunoassay,Digoxin,MCnc,Pt,Ser/Plas,Qn,IA,ng/mL,http://loinc.org
26,Karbamazepin,Permintaan & Hasil,Serum,Quantitative,μg/mL,,3432-2,carBAMazepine [Mass/volume] in Serum or Plasma,carBAMazepine,MCnc,Pt,Ser/Plas,Qn,,ug/mL,http://loinc.org
26,Voiding time,Permintaan & Hasil,Urine,Quantitative,detik,Uroflowmetri,80524-2,Voiding time by Uroflowmetry,Voiding time,Time,Pt,Urine,Qn,Uroflowmetry,s,http://loinc.org
26,Siklosporin,Permintaan & Hasil,Serum,Quantitative,ng/mL,,3520-4,cycloSPORINE [Mass/volume] in Blood,cycloSPORINE,MCnc,Pt,Bld,Qn,,ng/mL,http://loinc.org
26,Urine output - post void,Hasil,Urine,Quantitative,mL,Uroflowmetri,9197-5,Urine output --post void,Fluid output.urine^post void,Vol,Pt,Urinary tract,Qn,,mL,http://loinc.org
26,Siklosporin,Permintaan & Hasil,Serum,Quantitative,ng/mL,,16703-1,cycloSPORINE [Mass/volume] in Plasma,cycloSPORINE,MCnc,Pt,Plas,Qn,,ng/mL,http://loinc.org
26,Beta-2-Microglobulin,Permintaan & Hasil,Serum,Quantitative,mg/L,,1952-1,Beta-2-Microglobulin [Mass/volume] in Serum or Plasma,Beta-2-Microglobulin,MCnc,Pt,Ser/Plas,Qn,,mg/L;ug/mL,http://loinc.org
26,Siklosporin,Permintaan & Hasil,Serum,Quantitative,ug/L,Immunoassay,14978-1,cycloSPORINE [Mass/volume] in Blood by Immunoassay,cycloSPORINE,MCnc,Pt,Bld,Qn,IA,ug/L,http://loinc.org
26,Beta-2-Microglobulin,Permintaan & Hasil,Serum,Quantitative,mg/L,FEIA,83078-6,Beta-2-Microglobulin [Mass/volume] in Serum or Plasma by Immunoassay,Beta-2-Microglobulin,MCnc,Pt,Ser/Plas,Qn,IA,mg/L,http://loinc.org
26,Fenitoin,Permintaan & Hasil,Serum,Quantitative,μg/mL,,3968-5,Phenytoin [Mass/volume] in Serum or Plasma,Phenytoin,MCnc,Pt,Ser/Plas,Qn,,ug/mL,http://loinc.org
26,Theofilin,Permintaan & Hasil,Serum,Quantitative,μg/mL,,4047-7,Theophylline [Mass/volume] in Blood,Theophylline,MCnc,Pt,Bld,Qn,,ug/mL,http://loinc.org
26,Digoksin,Permintaan & Hasil,Serum,Quantitative,ng/mL,,10535-3,Digoxin [Mass/volume] in Serum or Plasma,Digoxin,MCnc,Pt,Ser/Plas,Qn,,ng/mL,http://loinc.org
26,Fenobarbital,Permintaan & Hasil,Serum,Quantitative,μg/mL,,3948-7,PHENobarbital [Mass/volume] in Serum or Plasma,PHENobarbital,MCnc,Pt,Ser/Plas,Qn,,ug/mL,http://loinc.org
26,Fenobarbital,Permintaan & Hasil,Serum,Quantitative,μg/mL,FPIA,3948-7,PHENobarbital [Mass/volume] in Serum or Plasma,PHENobarbital,MCnc,Pt,Ser/Plas,Qn,,ug/mL,http://loinc.org
26,Digoksin,Permintaan & Hasil,Serum,Quantitative,ng/mL,Immunoasssay,83093-5,Digoxin [Mass/volume] in Serum or Plasma by Immunoassay,Digoxin,MCnc,Pt,Ser/Plas,Qn,IA,ng/mL,http://loinc.org
26,Karbamazepin,Permintaan & Hasil,Serum,Quantitative,μg/mL,,3432-2,carBAMazepine [Mass/volume] in Serum or Plasma,carBAMazepine,MCnc,Pt,Ser/Plas,Qn,,ug/mL,http://loinc.org
26,Amikasin,Permintaan & Hasil,Serum,Quantitative,mg/L,,35669-1,Amikacin [Mass/volume] in Serum or Plasma,Amikacin,MCnc,Pt,Ser/Plas,Qn,,mg/L,http://loinc.org
26,Amfetamin,Permintaan & Hasil,Urine,Ordinal,,,3349-8,Amphetamines [Presence] in Urine,Amphetamines,PrThr,Pt,Urine,Ord,,,http://loinc.org
26,Siklosporin,Permintaan & Hasil,Serum,Quantitative,ng/mL,,3520-4,cycloSPORINE [Mass/volume] in Blood,cycloSPORINE,MCnc,Pt,Bld,Qn,,ng/mL,http://loinc.org
26,Siklosporin,Permintaan & Hasil,Serum,Quantitative,ng/mL,,16703-1,cycloSPORINE [Mass/volume] in Plasma,cycloSPORINE,MCnc,Pt,Plas,Qn,,ng/mL,http://loinc.org
26,Amfetamin (skrining),Permintaan & Hasil,Urine,Ordinal,,Screen,19343-3,Amphetamine [Presence] in Urine by Screen method,Amphetamine,PrThr,Pt,Urine,Ord,Screen,,http://loinc.org
26,Siklosporin,Permintaan & Hasil,Serum,Quantitative,ug/L,Immunoassay,14978-1,cycloSPORINE [Mass/volume] in Blood by Immunoassay,cycloSPORINE,MCnc,Pt,Bld,Qn,IA,ug/L,http://loinc.org
26,Amfetamin (konfirmasi),Permintaan & Hasil,Urine,Ordinal,,Confirm,19344-1,Amphetamine [Presence] in Urine by Confirmatory method,Amphetamine,PrThr,Pt,Urine,Ord,Confirm,,http://loinc.org
26,Benzodiazepin,Permintaan & Hasil,Urine,Ordinal,,,3390-2,Benzodiazepines [Presence] in Urine,Benzodiazepines,PrThr,Pt,Urine,Ord,,,http://loinc.org
26,Theofilin,Permintaan & Hasil,Serum,Quantitative,μg/mL,,4047-7,Theophylline [Mass/volume] in Blood,Theophylline,MCnc,Pt,Bld,Qn,,ug/mL,http://loinc.org
26,Benzodiazepin (skrining),Permintaan & Hasil,Urine,Ordinal,,Screen,14316-4,Benzodiazepines [Presence] in Urine by Screen method,Benzodiazepines,PrThr,Pt,Urine,Ord,Screen,,http://loinc.org
26,Fenobarbital,Permintaan & Hasil,Serum,Quantitative,μg/mL,,3948-7,PHENobarbital [Mass/volume] in Serum or Plasma,PHENobarbital,MCnc,Pt,Ser/Plas,Qn,,ug/mL,http://loinc.org
26,Benzodiazepin (konfirmasi),Permintaan & Hasil,Urine,Ordinal,,Confirm,16195-0,Benzodiazepines [Presence] in Urine by Confirmatory method,Benzodiazepines,PrThr,Pt,Urine,Ord,Confirm,,http://loinc.org
26,Fenobarbital,Permintaan & Hasil,Serum,Quantitative,μg/mL,FPIA,3948-7,PHENobarbital [Mass/volume] in Serum or Plasma,PHENobarbital,MCnc,Pt,Ser/Plas,Qn,,ug/mL,http://loinc.org
26,Kokain,Permintaan & Hasil,Urine,Ordinal,,,3397-7,Cocaine [Presence] in Urine,Cocaine,PrThr,Pt,Urine,Ord,,,http://loinc.org
26,Amikasin,Permintaan & Hasil,Serum,Quantitative,mg/L,,35669-1,Amikacin [Mass/volume] in Serum or Plasma,Amikacin,MCnc,Pt,Ser/Plas,Qn,,mg/L,http://loinc.org
26,Kokain (skrining),Permintaan & Hasil,Urine,Ordinal,,Screen,19359-9,Cocaine [Presence] in Urine by Screen method,Cocaine,PrThr,Pt,Urine,Ord,Screen,,http://loinc.org
26,Amfetamin,Permintaan & Hasil,Urine,Ordinal,,,3349-8,Amphetamines [Presence] in Urine,Amphetamines,PrThr,Pt,Urine,Ord,,,http://loinc.org
